date_transaction,lib1,debit,credit,lib4,lib5
2019-02-18,"PRELEVEMENT EUROPEEN 4609329316 DE: Urssaf Ile-de-France (117) ID: FR86ZZZ112534 MOTIF: UR 117000001557478698    JANV197886 1,78E+13",-3433.000000,,CHARGES SOCIALES PERSONN,Cotisations Urssaf
2019-02-12,CARTE X5952 11/02 CONFORAMA COMMERCE ELECTRONIQUE,-1297.840000,,MATIERES ET FOURNITURES,Petit équipement France
2019-02-06,CARTE X5952 05/02 CONFORAMA COMMERCE ELECTRONIQUE,-1287.180000,,MATIERES ET FOURNITURES,Petit équipement France
2019-02-25,CARTE X5952 22/02 COMPTOIR SEIGNEU,-156.550000,,FRAIS DE RÉCEPTIONS,Frais de réception
2019-02-20,CARTE X5952 19/02 BOUTIQUE ORANGE,-605.880000,,FRAIS POSTE ET TELECOM,Frais de téléphonie
2019-02-14,CARTE X5952 13/02 HIPAYWALLET.COM COMMERCE ELECTRONIQUE,-799.600000,,MATIERES ET FOURNITURES,Petit équipement UE 
2019-02-14,"CARTE X5952 13/02 H. T. TRADE SERVICE GM 453,60 EUR ALLEMAGNE COMMERCE ELECTRONIQUE",-453.600000,,MATIERES ET FOURNITURES,Petit équipement UE 
2019-04-29,VIR SAS KARMA PARTNERS 0219 F0219 NO FC19006718 J A 480 : 8640 HT 10368 TTC,,10368.000000,VENTES PRESTATIONS SERV,Prestations services formation
2019-04-26,VIR TUTORNET FC 190137-TUTORNET FC 190137- ADBI FORMATION TALEND ESB,,1032.000000,VENTES PRESTATIONS SERV,Prestations services formation
2019-01-16,VIR VERALLIA PACKAGING 0018000160 /INV/INV-1297 30.11.2018,,9540.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-16,VIR VERALLIA PACKAGING 0018001381 /INV/FC190081 28.2.2019,,12720.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-16,VIR SAVINA,-780.000000,,INTERMED ET HONORAIRES,Honoraires juridiques
2019-05-17,VIR SMARTPOINT 02 & 03/19,-21888.000000,,ETUDES ET PRESTATIONS,Achats d'études France
2019-05-16,PRLV SEPA URSSAF ILE-DE-FRANCE BQE211719135072005RCUR000044090 UR 117000001549472650 AVR 19788617793000160519,-74932.000000,,CHARGES SOCIALES PERSONN,Cotisations Urssaf
2019-05-15,VIR STA PORTAGE 201903,-10332.000000,,ETUDES ET PRESTATIONS,Achats d'études France
2019-02-23, GOOGLE GOOGLE S 75 PARIS,1.990000,,SOUS TRAITANCE GENERALE,Hébergement U.E
2019-03-23,GOOGLE Google St PARIS,-1.990000,,SOUS TRAITANCE GENERALE,Hébergement U.E
2019-05-23,VIR KAO FC00004,-18000.000000,,ETUDES ET PRESTATIONS,Achats d'études France
2019-05-31,PRLV SEPA CREDIPAR 101M1728957 101M1728957 32 310519 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :,-494.680000,,SERVICES BANCAIRES,Frais sur emprunts
2019-05-27,PRLV SEPA TOTAL MS I0000002394407-010032540825382019 /INV/F9E71700/0087263392 //20190517-SAGR3,-235.220000,,MATIERES ET FOURNITURES,Carburant
2019-05-07,PRLV SEPA SPB DEB-SPB-876-20190427-000029930693 ASSURANCE MOBILE SPB BOUYGUES TELECOM,-14.990000,,ASSURANCES,Assurance mobiles 
2019-05-07,PRLV SEPA SPB DEB-SPB-876-20190427-000029901485 ASSURANCE MOBILE SPB BOUYGUES TELECOM,-13.990000,,ASSURANCES,Assurance mobiles 
2019-05-16,PRLV SEPA BOUYGUES TELECOM PAGP0100K98OSP BOUYGUES TELECOM,-24.990000,,FRAIS DE RÉCEPTIONS,Frais de réception
2019-05-07,PRLV SEPA SPB DEB-SPB-876-20190427-000030189128 ASSURANCE MOBILE SPB BOUYGUES TELECOM,-14.990000,,ASSURANCES,Assurance mobiles 
2019-05-27,PRLV SEPA AG2R REUNICA AG029000002999467 RETRAITE - AG2R REUNICA - 201904M - SIRET 80532165000030 -AG0290000029,-21572.730000,,CHARGES SOCIALES PERSONN,Cotisations Réunica
2019-05-10,"FAC.CIC SGT19005200394787 DONT TVA 9,80EUR",-121.250000,,SERVICES BANCAIRES,Frais bancaires
2019-05-23,VIR MAITRE FOURNIER,-1000.000000,,,
2019-05-06,VIR SIE 9EME EST 120750560DAB496-2019 REMB. EXCEDENT D IS - 20180101-20181231/805321650,,62442.000000,,
2019-04-30,RELEVE CARTE 22124388,-4131.690000,,,
2019-05-20,PRLV SEPA CIPAV REF00000000000000000000000000030393,-838.000000,,,
2019-05-17,VIR AUDIREVIS CAC,-4860.000000,,INTERMED ET HONORAIRES,Honoraires CAC
2019-05-20,PRLV SEPA CHATEAUDEAU SAS 105/3444/C609143 CUSTOMER 609143,-87.000000,,MATIERES ET FOURNITURES,Petit équipement France
2019-05-15,VIR INGENIUM 17,-7020.000000,,ETUDES ET PRESTATIONS,Achats d'études France
2019-05-15,VIR STA PORTAGE 201902,-8610.000000,,ETUDES ET PRESTATIONS,Achats d'études France
2019-05-07,VIR SYSTEMA SERVICES 201901,-7920.000000,,ETUDES ET PRESTATIONS,Achats d'études France
2019-05-06,PRLV SEPA SEFIA SEF/T005273743/76538161 F190171300,-543.040000,,LOCATIONS MOBILIERES,Locations Hyundai Tucson
2019-05-07,VIR SYSTEMA SERVICES 201903,-7560.000000,,ETUDES ET PRESTATIONS,Achats d'études France
2019-05-07,PRLV SEPA FREE TELECOM FHD 870563458 FREE HAUTDEBIT 870563458,-39.990000,,FRAIS POSTE ET TELECOM,Frais de téléphonie
2019-05-03,"ECH PRET CAP+IN 10934 201056 04 TAUX= 1,70000 INT= 340,50",-12987.810000,,CHARGES D'INTERETS,Intérêts emprunt 450 K€ 
2019-05-10,VIR TENDEM 19.04,-207.840000,,ENTRETIEN BIENS IMMOBIL,Entretien de biens immobiliers
2019-05-10,VIR INSEEC JOHAN 2017-2018,-779.100000,,IMPOTS REMUN AUTRES ORG,Formation continue
2019-05-01,VIR COM CAUTIONS 01/05 DECOMPTE AVALS ET CAUTIONS ARRE,-25.700000,,SERVICES BANCAIRES,Frais bancaires
2019-05-17,VIR MBA INSTITUTE ECOLE SONIA B,-440.740000,,,
2019-05-15,PRLV SEPA CUBE CUBE FT12783-1 FACTURE FT12783 - PERIODE 201904,-282.700000,,,
2019-05-06,VIR SIE 9EME EST 120750560DAB497-2019 REMB. CREANCES IS - FAM/2018/805321650,,11585.000000,,
2019-05-21,"VIR AGENCE NALE POUR LA FORM , FC190117 AFPA 24 AFPA SIA.GE SOCIAL",,13860.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-17,VIR MONOPRIX 0700075544 /INV/INV-1288 30.11.2018/INV/INV-1345 31.12.2018,,26676.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-20,VIR DEVL HUB PRO SGBDDF1-P-EU2S-003085-0000266898 FC190175,,16380.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-10,VIR BUSINESS ET DECISION FRA I0001264838339 BUSINESS ET DECISION,,21252.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-14,VIR H DISPO INFO HD INFO FACTURE FC190064 ADBI FACTURE 022019 NUMERO FC190064,,10800.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-14,VIR LEXICO RGLT FACT FC190112 DU 3103,,7740.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-15,VIR AYDON 30066-12-19135665010062 ADBI FC 190120,,11232.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-29,VIR KEYRUS FV00005799 FC190022,,9348.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-29,VIR KEYRUS FV00005799 FC190068,,9840.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-03,VIR IENA CONSULTING IENA,,11880.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-06,VIR SAINT GOBAIN DSI GROUPE 0270022207 /INV/FC190083 28.2.2019,,12480.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-30,VIR AMETIX AMETIX FC190051 ADBI 02/19,,10800.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-30,VIR S.A.R.L. SOLUTION BI FRA ADBI FC190075,,13680.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-30,VIR CONFORAMA FRANCE CONFORAMA FRANCE SA/2019-04-29/6062 6062751,,10179.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-30,VIR 2B CONSULTING SAS 2B CON FOURNISSEURS 30/04/2019-0013,,12348.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-22,VIR FNAC PRO,-2858.020000,,,
2019-05-09,VIR BIG APPS 032019127895701230000001 REGLEMENT DE PRESTATION MARS 2019,,7020.000000,,
2019-05-03,PRLV SEPA DGFIP 220750560700071451577 CVAE-052019-1329DEF,-13676.000000,,,
2019-05-22,PRLV SEPA DGFIP 3207505603C81GE4J6CEKF3QIK0XWA3Q26 PASDSN15052019-042019-80532165000030,-8536.000000,,,
2019-05-31,RELEVE CARTE 22124388,-4174.030000,,,
2019-05-09,VIR BIG APPS 032019127895711860000001 SOUS-LOCATION BAGNOLET MARS-2019,,2052.750000,,
2019-05-21,PRLV SEPA BOUYGUES TELECOM PAGP0100K9OHXP BOUYGUES TELECOM,-466.550000,,FRAIS POSTE ET TELECOM,Frais de téléphonie
2019-05-13,PRLV SEPA NIT ENCAISSEMENTS PRL NO P03717-001-CE3096286 SOCIETE:TITRES DE SERVICES/FACTURES:1910188372/03717/D.EMISSION:2019-0,-361.560000,,AUTRES CHARGES PERSONNEL,Titres restaurants
2019-05-16,VIR FRAIS AVOCAT TELMAT,-1200.000000,,INTERMED ET HONORAIRES,Honoraires juridiques
2019-05-10,PRLV SEPA TOTAL MS I0000002196944-010032539272392019 /INV/F9C50837/0087263392 //20190506-SAGR3,-173.880000,,MATIERES ET FOURNITURES,Carburant
2019-05-10,CHEQUE 2164719,-718.000000,,CHARGES SOCIALES PERSONN,Cotisations Urssaf
2019-05-10,CHEQUE 2164720,-6646.000000,,CHARGES SOCIALES PERSONN,Cotisations Urssaf
2019-05-07,VIR SYSTEMA SERVICES 201902,-7200.000000,,ETUDES ET PRESTATIONS,Achats d'études France
2019-05-07,VIR NOUV'HORIZON 2018-12,-6480.000000,,ETUDES ET PRESTATIONS,Achats d'études France
2019-05-07,VIR NOUV'HORIZON 2018-10,-7128.000000,,ETUDES ET PRESTATIONS,Achats d'études France
2019-05-09,PRLV SEPA ENGIE 780001597677 Z 300001929622-930000990572,-120.600000,,MATIERES ET FOURNITURES,Electricité 
2019-05-06,PRLV SEPA GOOGLE IRELAND LIMITE GG101TDB91 APPS COMMERCE:ADBI.FR:GG101TDB91,-349.620000,,SOUS TRAITANCE GENERALE,Hébergement U.E
2019-04-30,RELEVE CARTE 23697515,-1983.910000,,,
2019-05-30,VOTRE REMISE VIREMENT DU 290519 VIREMENTS SALAIRES,-132603.960000,,,
2019-05-27,CHEQUE 2164721,-17760.530000,,REMUNERATIONS PERSONNEL,
2019-05-10,VIR PREVOYANCE MAAF 1T 2019,-6680.680000,,CHARGES SOCIALES PERSONN,Cotisations prévoyance mutelle
2019-04-30,VOTRE REMISE VIREMENT DU 300419 VIREMENTS SALAIRES,-121975.890000,,,
2019-05-31,RELEVE CARTE 23697515,-671.740000,,,
2019-05-08,PRLV SEPA NIT ENCAISSEMENTS PRL NO P03715-001-CE3096286 SOCIETE:TITRES DE SERVICES/FACTURES:1910184611/03715/D.EMISSION:2019-0,-8906.880000,,AUTRES CHARGES PERSONNEL,Titres restaurants
2019-05-31,PRLV SEPA EXPERTISE COMPTABLE A PK9149384TBJEL03 ECAI,-8022.000000,,INTERMED ET HONORAIRES,Honoraires comptables
2019-05-07,VIR NOUV'HORIZON 2018-11,-4860.000000,,ETUDES ET PRESTATIONS,Achats d'études France
2019-05-06,PRLV SEPA CREDIPAR 101G8837265 101G8837265 32 050519 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :,-341.640000,,SERVICES BANCAIRES,Frais sur emprunts
2019-05-29,VIR COGESTRA LOYER BAGNOLET,-24633.000000,,LOCATIONS IMMOBILIERES,	Locations immobilières Porte de Bagnolet
2019-05-10,VIR MUTUELLE MAAF 1T 2019,-8511.430000,,CHARGES SOCIALES PERSONN,Cotisations prévoyance mutelle
2019-05-03,CHEQUE 2164718,-2211.150000,,REMUNERATIONS PERSONNEL,
2019-05-28,REM CHQ REF10290A04,,23400.000000,VENTES PRESTATIONS SERV,Prestations services formation
2019-05-23,VIR KORBEN 0121000585 /INV/ FC190063,,11400.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-27,VIR SOPRA STERIA GROUP 010PAD352206 FC190079-FC190079-FC190076-FC190036-FC190080-FC190077-FC190034-FC19010,,167757.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-20,VIR SAINT GOBAIN DSI GROUPE 0270022292 /INV/FC190126 31.3.2019,,10920.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-20,VIR CARREFOUR BANQUE 2000002896 /INV/FC190163 30.4.2019,,9900.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-17,VIR APAVE AV190002 INV-1319,,10890.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-13,VIR KEYRUS SA FV00005828 FC190099,,10332.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-16,VIR ADAMI 1905158733,,12600.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-13,VIR ATHAIS CONSULTING SARL FACTURE FC190049,,4512.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-29,VIR SAS KARMA PARTNERS 0219 F0219 NO FC19006718 J A 480 : 8640 HT 10368 TTC,,10368.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-10,REM CHQ REF10290A04,,648.000000,VENTES PRESTATIONS SERV,Prestations services formation
2019-05-08,VIR NOVA TECHNOLOGY FC190029 VIRT NOVA TECHNOLOGY,,840.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-30,VIR AMETIX AMETIX FC190050 ADBI 02/19,,9348.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-30,VIR LAFOURCHETTE SAS 375543220 FC190095,,13338.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-30,ADBI 190105 AC CONSEIL,,9504.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-02,VIR LUXORY 2019 01 ET 02,-15961.190000,,INTERMED ET HONORAIRES,Honoraires  agents sécu-accueil
2019-04-30,PRLV SEPA EXPERTISE COMPTABLE A PK911638522Z5N03 ECAI,-8871.600000,,INTERMED ET HONORAIRES,Honoraires comptables
2019-05-02,VIR COGESTRA LOYER BAGNOLET,-14130.000000,,LOCATIONS IMMOBILIERES,	Locations immobilières Porte de Bagnolet
2019-04-30,PRLV SEPA CREDIPAR 101M1728957 101M1728957 32 300419 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :,-494.680000,,SERVICES BANCAIRES,Frais sur emprunts
2019-03-26,PLUME PARIS,-40.600000,,FRAIS DE RÉCEPTIONS,Frais de réception
2019-03-13, REST.BALABAN BAGNOLET,23.100000,,FRAIS DE RÉCEPTIONS,Frais de réception
2019-03-10, AIGLE AZURTRANS PARAY VIEILL,430.160000,,REMUNERATIONS PERSONNEL,Indemnités de transport
2019-03-10, AIGLE AZURTRANS PARAY VIEILL,506.420000,,REMUNERATIONS PERSONNEL,Indemnités de transport
2019-01-25, HITECHPROS SAS MONTROUGE ,221.760000,,PUBLICITE RELATIONS PUBL,Publicité France 
2019-01-25, HITECHPROS SAS MONTROUGE ,957.600000,,PUBLICITE RELATIONS PUBL,Publicité France 
2019-01-11,CARREFOUR CHAMP CHAMPS SUR M,55.390000,,FRAIS DE RÉCEPTIONS,Frais de réception
2019-05-31,VIR LAGARDERE TRAVEL RETAIL RH44 2019-05-29:115625443 LAGARDERE TR FRANCE,,25410.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-31,VIR AMETIX AMETIX FC190124 ADBI 03/19,,10260.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-29,"VIR SAS KARMA PARTNERS 0319 F0319 NO FC19012816,5 J A 480 : 7920 HT 9504 TTC",,9504.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-29,VIR 2B CONSULTING SAS 2B CON FOURNISSEURS 31/05/2019-0013,,20502.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-31,VIR KORBEN 0121000639 /INV/ FC190167/INV/ FC190168,,24900.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-29,VIR AUBAY SCT180279 FC190130,,6583.200000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-31,VIR MONOPRIX 0700082595 /INV/FC190107 31.3.2019,,14022.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-31,VIR AMETIX AMETIX FC190131 ADBI 03/19,,9102.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-29,VIR LAFOURCHETTE SAS 375550664 FC190174,,12996.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-31,VIR S.A.R.L. SOLUTION BI FRA ADBI FC190097,,10080.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-05-13,VIR NOVA TECHNOLOGY FC190074/FC190090 VIRT NOVA TECHNOLOGY,,9135.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-17,VIR ADAMI 1904168556,,11994.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-15,VIR EI TECHNOLOGIES FCE 30066-12-19105035199980,,8700.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-04,BUSINESS ET DECISION BUSINESS DECISION FRAN,,10212.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-03,ADBI PRESTATIONS VK90932GLU0NXP01,,11520.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-02-27,VIR 2B CONSULTING SAS 2B CON FOURNISSEURS 28/02/2019-0016 FOURNISSEURS 28/02/2019,,9996.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-02-20,VIR MALTEM SAU VIRT FACT INV-1347,,6652.800000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-02-11,VIR NOVA TECHNOLOGY INV-1244 VIRT NOVA TECHNOLOGY,,10800.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-02-12,VIR IENA CONSULTING FACTURE FACTURE INV-1182,,6600.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-02-12,VIR IENA CONSULTING FACTURE FACTURE INV-1236,,13860.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-02-07,VIR MALTEM SAU VIRT FACT INV-1304,,8791.200000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-01-22,VIR FEEL EUROPE FORMATION INV-1309 ADBI 1812158,,13530.000000,VENTES PRESTATIONS SERV,Prestations services formation
2019-01-25,VIR KORBEN 0121002296 /INV/ INV1279,,12000.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-01-28,VIR DEVL HUB PRO SGBDDF1-P-EU2S-003015-0000250500 INV1332,,13260.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-01-22,VIR FEEL EUROPE FORMATION INV-1314 ADBI 1812160,,4200.000000,VENTES PRESTATIONS SERV,Prestations services formation
2019-01-25,VIR AGYLIS AGYLIS ADBI OCT NOV DEC,,25992.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-01-31,VIR SAINT GOBAIN GLASS LOGIS FVIRSSGL-190122,,12060.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-01-29,VIR CARREFOUR BANQUE 2000000408 /INV/INV-1338 31.12.2018,,10890.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-01-14,VIR EI TECHNOLOGIES FCE 30066-12-19014035001659,,21816.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-01-09,VIR SOFT COMPUTING SOFT COMP 1291,,12546.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-01-14,VIR SAINT GOBAIN DSI GROUPE 0270021193 /INV/INV1300 31.10.2018,,14352.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-01-07,VIR ATHAIS CONSULTING SARL FACTURE INV1254,,11280.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-01-09,VIR HABITAT DESIGN INTERNATI 0008185 INV 1281,,16380.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-30,VIR CDISCOUNT 0002137970 /INV/FC190057 28.2.2019/INV/FC190059 28.2.2019/INV/FC190058 28.2.2019,,26160.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-30,VIR MONOPRIX 0700067836 /INV/INV-1243 31.10.2018/INV/FC190028 31.1.2019,,29754.000000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-04-30,VIR AUBAY SCT180258 190054,,9874.800000,VENTES PRESTATIONS SERV,Prestations services prod.
2019-02-01,REM CHQ REF10290R07,,10800.000000,VENTES PRESTATIONS SERV,Prestations services formation
